"Variable Name","Public","Protected","Private","Static","Final","Type","Initial Value","Annotation","Comment","Java File Path"
"android.webkit.CookieManager.QUESTION_MARK","false","false","true","true","true","char","'?'","","","\android\webkit\CookieManager.java"
"android.webkit.Cookie.lastUpdateTime","false","false","false","false","false","long","","","","\android\webkit\CookieManager.java"
"android.webkit.CookieManager.sRef","false","false","true","true","false","CookieManager","","","","\android\webkit\CookieManager.java"
"android.webkit.CookieManager.MODE_NORMAL","false","false","false","true","true","byte","1","","","\android\webkit\CookieManager.java"
"android.webkit.CookieManager.BAD_COUNTRY_2LDS","false","false","true","true","true","String","{ ""ac"", ""co"", ""com"", ""ed"", ""edu"", ""go"", ""gouv"", ""gov"", ""info"", ""lg"", ""ne"", ""net"", ""or"", ""org"" }","","/**
 * This contains a list of 2nd-level domains that aren't allowed to have
 * wildcards when combined with country-codes. For example: [.co.uk].
 */
","\android\webkit\CookieManager.java"
"android.webkit.CookieManager.LOGTAG","false","false","true","true","true","String","""webkit""","","","\android\webkit\CookieManager.java"
"android.webkit.CookieManager.lastUpdateTime","false","false","false","false","false","long","","","","\android\webkit\CookieManager.java"
"com.android.internal.view.InputConnectionWrapper.mCursorCapsMode","true","false","false","false","false","int","","","","\com\android\internal\view\InputConnectionWrapper.java"
"com.android.internal.view.InputConnectionWrapper.mTextAfterCursor","true","false","false","false","false","CharSequence","","","","\com\android\internal\view\InputConnectionWrapper.java"
"com.android.internal.view.InputContextCallback.mTextBeforeCursor","true","false","false","false","false","CharSequence","","","","\com\android\internal\view\InputConnectionWrapper.java"
"com.android.internal.view.InputContextCallback.sSequenceNumber","false","false","true","true","false","int","1","","","\com\android\internal\view\InputConnectionWrapper.java"
"com.android.internal.view.InputConnectionWrapper.MAX_WAIT_TIME_MILLIS","false","false","true","true","true","int","2000","","","\com\android\internal\view\InputConnectionWrapper.java"
"com.android.internal.view.InputConnectionWrapper.sInstance","false","false","true","true","false","InputContextCallback","new InputContextCallback()","","// exclusive access to this object.
","\com\android\internal\view\InputConnectionWrapper.java"
"com.android.internal.view.InputConnectionWrapper.mIInputContext","false","false","true","false","true","IInputContext","","","","\com\android\internal\view\InputConnectionWrapper.java"
"com.android.internal.view.InputConnectionWrapper.TAG","false","false","true","true","true","String","""InputConnectionWrapper.ICC""","","","\com\android\internal\view\InputConnectionWrapper.java"
"com.android.internal.view.InputContextCallback.mTextAfterCursor","true","false","false","false","false","CharSequence","","","","\com\android\internal\view\InputConnectionWrapper.java"
"com.android.internal.view.InputConnectionWrapper.mSeq","true","false","false","false","false","int","","","","\com\android\internal\view\InputConnectionWrapper.java"
"com.android.internal.view.InputContextCallback.mHaveValue","true","false","false","false","false","boolean","","","","\com\android\internal\view\InputConnectionWrapper.java"
"com.android.internal.view.InputConnectionWrapper.sSequenceNumber","false","false","true","true","false","int","1","","","\com\android\internal\view\InputConnectionWrapper.java"
"com.android.internal.view.InputConnectionWrapper.mExtractedText","true","false","false","false","false","ExtractedText","","","","\com\android\internal\view\InputConnectionWrapper.java"
"com.android.internal.view.InputContextCallback.TAG","false","false","true","true","true","String","""InputConnectionWrapper.ICC""","","","\com\android\internal\view\InputConnectionWrapper.java"
"com.android.internal.view.InputContextCallback.mExtractedText","true","false","false","false","false","ExtractedText","","","","\com\android\internal\view\InputConnectionWrapper.java"
"com.android.internal.view.InputContextCallback.sInstance","false","false","true","true","false","InputContextCallback","new InputContextCallback()","","// exclusive access to this object.
","\com\android\internal\view\InputConnectionWrapper.java"
"com.android.internal.view.InputConnectionWrapper.mHaveValue","true","false","false","false","false","boolean","","","","\com\android\internal\view\InputConnectionWrapper.java"
"com.android.internal.view.InputConnectionWrapper.mTextBeforeCursor","true","false","false","false","false","CharSequence","","","","\com\android\internal\view\InputConnectionWrapper.java"
"com.android.internal.view.InputContextCallback.mSeq","true","false","false","false","false","int","","","","\com\android\internal\view\InputConnectionWrapper.java"
"com.android.internal.view.InputContextCallback.mCursorCapsMode","true","false","false","false","false","int","","","","\com\android\internal\view\InputConnectionWrapper.java"
"android.appwidget.AppWidgetHostView.sInflaterFilter","false","false","false","true","true","LayoutInflater.Filter","new LayoutInflater.Filter() {

    public boolean onLoadClass(Class clazz) {
        return clazz.isAnnotationPresent(RemoteViews.RemoteView.class);
    }
}","","// views that are allowed in RemoteViews.
","\android\appwidget\AppWidgetHostView.java"
"android.appwidget.ParcelableSparseArray.CREATOR","true","false","false","true","true","Parcelable.Creator<ParcelableSparseArray>","new Parcelable.Creator<ParcelableSparseArray>() {

    public ParcelableSparseArray createFromParcel(Parcel source) {
        final ParcelableSparseArray array = new ParcelableSparseArray();
        final ClassLoader loader = array.getClass().getClassLoader();
        final int count = source.readInt();
        for (int i = 0; i < count; i++) {
            array.put(source.readInt(), source.readParcelable(loader));
        }
        return array;
    }

    public ParcelableSparseArray[] newArray(int size) {
        return new ParcelableSparseArray[size];
    }
}","","","\android\appwidget\AppWidgetHostView.java"
"android.appwidget.AppWidgetHostView.FADE_DURATION","false","false","false","true","true","int","1000","","","\android\appwidget\AppWidgetHostView.java"
"android.appwidget.AppWidgetHostView.mRemoteContext","false","false","false","false","false","Context","","","","\android\appwidget\AppWidgetHostView.java"
"android.appwidget.AppWidgetHostView.mOldPaint","false","false","false","false","false","Paint","new Paint()","","","\android\appwidget\AppWidgetHostView.java"
"android.appwidget.AppWidgetHostView.mInfo","false","false","false","false","false","AppWidgetProviderInfo","","","","\android\appwidget\AppWidgetHostView.java"
"android.appwidget.AppWidgetHostView.TAG","false","false","false","true","true","String","""AppWidgetHostView""","","","\android\appwidget\AppWidgetHostView.java"
"android.appwidget.AppWidgetHostView.VIEW_MODE_ERROR","false","false","false","true","true","int","2","","","\android\appwidget\AppWidgetHostView.java"
"android.appwidget.AppWidgetHostView.mLayoutId","false","false","false","false","false","int","-1","","","\android\appwidget\AppWidgetHostView.java"
"android.appwidget.AppWidgetHostView.VIEW_MODE_NOINIT","false","false","false","true","true","int","0","","","\android\appwidget\AppWidgetHostView.java"
"android.appwidget.AppWidgetHostView.mFadeStartTime","false","false","false","false","false","long","-1","","","\android\appwidget\AppWidgetHostView.java"
"android.appwidget.AppWidgetHostView.VIEW_MODE_CONTENT","false","false","false","true","true","int","1","","","\android\appwidget\AppWidgetHostView.java"
"android.appwidget.AppWidgetHostView.mAppWidgetId","false","false","false","false","false","int","","","","\android\appwidget\AppWidgetHostView.java"
"android.appwidget.AppWidgetHostView.mOld","false","false","false","false","false","Bitmap","","","","\android\appwidget\AppWidgetHostView.java"
"android.appwidget.AppWidgetHostView.mContext","false","false","false","false","false","Context","","","","\android\appwidget\AppWidgetHostView.java"
"android.appwidget.AppWidgetHostView.mViewMode","false","false","false","false","false","int","VIEW_MODE_NOINIT","","","\android\appwidget\AppWidgetHostView.java"
"android.appwidget.AppWidgetHostView.CROSSFADE","false","false","false","true","true","boolean","false","","","\android\appwidget\AppWidgetHostView.java"
"android.appwidget.AppWidgetHostView.LOGD","false","false","false","true","true","boolean","false","","","\android\appwidget\AppWidgetHostView.java"
"android.appwidget.AppWidgetHostView.mView","false","false","false","false","false","View","","","","\android\appwidget\AppWidgetHostView.java"
"android.appwidget.AppWidgetHostView.UPDATE_FLAGS_RESET","false","false","false","true","true","int","0x00000001","","","\android\appwidget\AppWidgetHostView.java"
"android.appwidget.AppWidgetHostView.VIEW_MODE_DEFAULT","false","false","false","true","true","int","3","","","\android\appwidget\AppWidgetHostView.java"
"android.appwidget.AppWidgetHostView.CREATOR","true","false","false","true","true","Parcelable.Creator<ParcelableSparseArray>","new Parcelable.Creator<ParcelableSparseArray>() {

    public ParcelableSparseArray createFromParcel(Parcel source) {
        final ParcelableSparseArray array = new ParcelableSparseArray();
        final ClassLoader loader = array.getClass().getClassLoader();
        final int count = source.readInt();
        for (int i = 0; i < count; i++) {
            array.put(source.readInt(), source.readParcelable(loader));
        }
        return array;
    }

    public ParcelableSparseArray[] newArray(int size) {
        return new ParcelableSparseArray[size];
    }
}","","","\android\appwidget\AppWidgetHostView.java"
"android.text.style.Standard.mFirst","false","false","true","false","true","int","","","","\android\text\style\LeadingMarginSpan.java"
"android.text.style.LeadingMarginSpan.mFirst","false","false","true","false","true","int","","","","\android\text\style\LeadingMarginSpan.java"
"android.content.BroadcastReceiver.mOrderedHint","false","false","true","false","false","boolean","","","","\android\content\BroadcastReceiver.java"
"android.content.BroadcastReceiver.mResultCode","false","false","true","false","false","int","","","","\android\content\BroadcastReceiver.java"
"android.content.BroadcastReceiver.mAbortBroadcast","false","false","true","false","false","boolean","","","","\android\content\BroadcastReceiver.java"
"android.content.BroadcastReceiver.mInitialStickyHint","false","false","true","false","false","boolean","","","","\android\content\BroadcastReceiver.java"
"android.content.BroadcastReceiver.mDebugUnregister","false","false","true","false","false","boolean","","","","\android\content\BroadcastReceiver.java"
"android.content.BroadcastReceiver.mResultExtras","false","false","true","false","false","Bundle","","","","\android\content\BroadcastReceiver.java"
"android.content.BroadcastReceiver.mResultData","false","false","true","false","false","String","","","","\android\content\BroadcastReceiver.java"
"com.android.internal.view.WindowManagerPolicyThread.mThread","false","false","false","true","false","Thread","","","","\com\android\internal\view\WindowManagerPolicyThread.java"
"com.android.internal.view.WindowManagerPolicyThread.mLooper","false","false","false","true","false","Looper","","","","\com\android\internal\view\WindowManagerPolicyThread.java"
"android.text.InputType.TYPE_TEXT_FLAG_IME_MULTI_LINE","true","false","false","true","true","int","0x00040000","","/**
 * Flag for {@link #TYPE_CLASS_TEXT}: the regular text view associated
 * with this should not be multi-line, but when a fullscreen input method
 * is providing text it should use multiple lines if it can.
 */
","\android\text\InputType.java"
"android.text.InputType.TYPE_TEXT_VARIATION_FILTER","true","false","false","true","true","int","0x000000b0","","/**
 * Variation of {@link #TYPE_CLASS_TEXT}: entering text to filter contents
 * of a list etc.
 */
","\android\text\InputType.java"
"android.text.InputType.TYPE_TEXT_VARIATION_POSTAL_ADDRESS","true","false","false","true","true","int","0x00000070","","/**
 * Variation of {@link #TYPE_CLASS_TEXT}: entering a postal mailing address.
 */
","\android\text\InputType.java"
"android.text.InputType.TYPE_CLASS_TEXT","true","false","false","true","true","int","0x00000001","","/**
 * Class for normal text.  This class supports the following flags (only
 * one of which should be set):
 * {@link #TYPE_TEXT_FLAG_CAP_CHARACTERS},
 * {@link #TYPE_TEXT_FLAG_CAP_WORDS}, and.
 * {@link #TYPE_TEXT_FLAG_CAP_SENTENCES}.  It also supports the
 * following variations:
 * {@link #TYPE_TEXT_VARIATION_NORMAL}, and
 * {@link #TYPE_TEXT_VARIATION_URI}.  If you do not recognize the
 * variation, normal should be assumed.
 */
","\android\text\InputType.java"
"android.text.InputType.TYPE_TEXT_FLAG_AUTO_COMPLETE","true","false","false","true","true","int","0x00010000","","/**
 * Flag for {@link #TYPE_CLASS_TEXT}: the text editor is performing
 * auto-completion of the text being entered based on its own semantics,
 * which it will present to the user as they type.  This generally means
 * that the input method should not be showing candidates itself, but can
 * expect for the editor to supply its own completions/candidates from
 * {@link android.view.inputmethod.InputMethodSession#displayCompletions
 * InputMethodSession.displayCompletions()} as a result of the editor calling
 * {@link android.view.inputmethod.InputMethodManager#displayCompletions
 * InputMethodManager.displayCompletions()}.
 */
","\android\text\InputType.java"
"android.text.InputType.TYPE_TEXT_FLAG_CAP_WORDS","true","false","false","true","true","int","0x00002000","","/**
 * Flag for {@link #TYPE_CLASS_TEXT}: capitalize first character of
 * all words.  Overrides {@link #TYPE_TEXT_FLAG_CAP_SENTENCES}.  This
 * value is explicitly defined
 * to be the same as {@link TextUtils#CAP_MODE_WORDS}.
 */
","\android\text\InputType.java"
"android.text.InputType.TYPE_TEXT_FLAG_MULTI_LINE","true","false","false","true","true","int","0x00020000","","/**
 * Flag for {@link #TYPE_CLASS_TEXT}: multiple lines of text can be
 * entered into the field.  If this flag is not set, the text field
 * will be constrained to a single line.
 */
","\android\text\InputType.java"
"android.text.InputType.TYPE_TEXT_FLAG_NO_SUGGESTIONS","true","false","false","true","true","int","0x00080000","","/**
 * Flag for {@link #TYPE_CLASS_TEXT}: the input method does not need to
 * display any dictionary-based candidates. This is useful for text views that
 * do not contain words from the language and do not benefit from any
 * dictionary-based completions or corrections. It overrides the
 * {@link #TYPE_TEXT_FLAG_AUTO_CORRECT} value when set.
 */
","\android\text\InputType.java"
"android.text.InputType.TYPE_CLASS_DATETIME","true","false","false","true","true","int","0x00000004","","/**
 * Class for dates and times.  It supports the
 * following variations:
 * {@link #TYPE_DATETIME_VARIATION_NORMAL}
 * {@link #TYPE_DATETIME_VARIATION_DATE}, and
 * {@link #TYPE_DATETIME_VARIATION_TIME},.
 */
","\android\text\InputType.java"
"android.text.InputType.TYPE_TEXT_VARIATION_SHORT_MESSAGE","true","false","false","true","true","int","0x00000040","","/**
 * Variation of {@link #TYPE_CLASS_TEXT}: entering a short, possibly informal
 * message such as an instant message or a text message.
 */
","\android\text\InputType.java"
"android.text.InputType.TYPE_NULL","true","false","false","true","true","int","0x00000000","","/**
 * Special content type for when no explicit type has been specified.
 * This should be interpreted to mean that the target input connection
 * is not rich, it can not process and show things like candidate text nor
 * retrieve the current text, so the input method will need to run in a
 * limited ""generate key events"" mode.
 */
","\android\text\InputType.java"
"android.text.InputType.TYPE_TEXT_FLAG_CAP_SENTENCES","true","false","false","true","true","int","0x00004000","","/**
 * Flag for {@link #TYPE_CLASS_TEXT}: capitalize first character of
 * each sentence.  This value is explicitly defined
 * to be the same as {@link TextUtils#CAP_MODE_SENTENCES}.
 */
","\android\text\InputType.java"
"android.text.InputType.TYPE_MASK_VARIATION","true","false","false","true","true","int","0x00000ff0","","/**
 * Mask of bits that determine the variation of
 * the base content class.
 */
","\android\text\InputType.java"
"android.text.InputType.TYPE_DATETIME_VARIATION_DATE","true","false","false","true","true","int","0x00000010","","/**
 * Default variation of {@link #TYPE_CLASS_DATETIME}: allows entering
 * only a date.
 */
","\android\text\InputType.java"
"android.text.InputType.TYPE_TEXT_VARIATION_URI","true","false","false","true","true","int","0x00000010","","/**
 * Variation of {@link #TYPE_CLASS_TEXT}: entering a URI.
 */
","\android\text\InputType.java"
"android.text.InputType.TYPE_DATETIME_VARIATION_NORMAL","true","false","false","true","true","int","0x00000000","","/**
 * Default variation of {@link #TYPE_CLASS_DATETIME}: allows entering
 * both a date and time.
 */
","\android\text\InputType.java"
"android.text.InputType.TYPE_NUMBER_FLAG_SIGNED","true","false","false","true","true","int","0x00001000","","/**
 * Flag of {@link #TYPE_CLASS_NUMBER}: the number is signed, allowing
 * a positive or negative sign at the start.
 */
","\android\text\InputType.java"
"android.text.InputType.TYPE_TEXT_VARIATION_LONG_MESSAGE","true","false","false","true","true","int","0x00000050","","/**
 * Variation of {@link #TYPE_CLASS_TEXT}: entering the content of a long, possibly
 * formal message such as the body of an e-mail.
 */
","\android\text\InputType.java"
"android.text.InputType.TYPE_TEXT_VARIATION_WEB_EDIT_TEXT","true","false","false","true","true","int","0x000000a0","","/**
 * Variation of {@link #TYPE_CLASS_TEXT}: entering text inside of a web form.
 */
","\android\text\InputType.java"
"android.text.InputType.TYPE_CLASS_NUMBER","true","false","false","true","true","int","0x00000002","","/**
 * Class for numeric text.  This class supports the following flag:
 * {@link #TYPE_NUMBER_FLAG_SIGNED} and
 * {@link #TYPE_NUMBER_FLAG_DECIMAL}.
 */
","\android\text\InputType.java"
"android.text.InputType.TYPE_TEXT_VARIATION_PASSWORD","true","false","false","true","true","int","0x00000080","","/**
 * Variation of {@link #TYPE_CLASS_TEXT}: entering a password.
 */
","\android\text\InputType.java"
"android.text.InputType.TYPE_DATETIME_VARIATION_TIME","true","false","false","true","true","int","0x00000020","","/**
 * Default variation of {@link #TYPE_CLASS_DATETIME}: allows entering
 * only a time.
 */
","\android\text\InputType.java"
"android.text.InputType.TYPE_MASK_FLAGS","true","false","false","true","true","int","0x00fff000","","/**
 * Mask of bits that provide addition bit flags
 * of options.
 */
","\android\text\InputType.java"
"android.text.InputType.TYPE_CLASS_PHONE","true","false","false","true","true","int","0x00000003","","/**
 * Class for a phone number.  This class currently supports no variations
 * or flags.
 */
","\android\text\InputType.java"
"android.text.InputType.TYPE_TEXT_FLAG_AUTO_CORRECT","true","false","false","true","true","int","0x00008000","","/**
 * Flag for {@link #TYPE_CLASS_TEXT}: the user is entering free-form
 * text that should have auto-correction applied to it.
 */
","\android\text\InputType.java"
"android.text.InputType.TYPE_TEXT_VARIATION_PERSON_NAME","true","false","false","true","true","int","0x00000060","","/**
 * Variation of {@link #TYPE_CLASS_TEXT}: entering the name of a person.
 */
","\android\text\InputType.java"
"android.text.InputType.TYPE_TEXT_VARIATION_EMAIL_SUBJECT","true","false","false","true","true","int","0x00000030","","/**
 * Variation of {@link #TYPE_CLASS_TEXT}: entering the subject line of
 * an e-mail.
 */
","\android\text\InputType.java"
"android.text.InputType.TYPE_TEXT_VARIATION_EMAIL_ADDRESS","true","false","false","true","true","int","0x00000020","","/**
 * Variation of {@link #TYPE_CLASS_TEXT}: entering an e-mail address.
 */
","\android\text\InputType.java"
"android.text.InputType.TYPE_TEXT_FLAG_CAP_CHARACTERS","true","false","false","true","true","int","0x00001000","","/**
 * Flag for {@link #TYPE_CLASS_TEXT}: capitalize all characters.  Overrides
 * {@link #TYPE_TEXT_FLAG_CAP_WORDS} and
 * {@link #TYPE_TEXT_FLAG_CAP_SENTENCES}.  This value is explicitly defined
 * to be the same as {@link TextUtils#CAP_MODE_CHARACTERS}.
 */
","\android\text\InputType.java"
"android.text.InputType.TYPE_MASK_CLASS","true","false","false","true","true","int","0x0000000f","","/**
 * Mask of bits that determine the overall class
 * of text being given.  Currently supported classes are:
 * {@link #TYPE_CLASS_TEXT}, {@link #TYPE_CLASS_NUMBER},
 * {@link #TYPE_CLASS_PHONE}, {@link #TYPE_CLASS_DATETIME}.
 * If the class is not one you
 * understand, assume {@link #TYPE_CLASS_TEXT} with NO variation
 * or flags.
 */
","\android\text\InputType.java"
"android.text.InputType.TYPE_TEXT_VARIATION_NORMAL","true","false","false","true","true","int","0x00000000","","/**
 * Default variation of {@link #TYPE_CLASS_TEXT}: plain old normal text.
 */
","\android\text\InputType.java"
"android.text.InputType.TYPE_TEXT_VARIATION_PHONETIC","true","false","false","true","true","int","0x000000c0","","/**
 * Variation of {@link #TYPE_CLASS_TEXT}: entering text for phonetic
 * pronunciation, such as a phonetic name field in contacts.
 */
","\android\text\InputType.java"
"android.text.InputType.TYPE_TEXT_VARIATION_VISIBLE_PASSWORD","true","false","false","true","true","int","0x00000090","","/**
 * Variation of {@link #TYPE_CLASS_TEXT}: entering a password, which should
 * be visible to the user.
 */
","\android\text\InputType.java"
"android.text.InputType.TYPE_NUMBER_FLAG_DECIMAL","true","false","false","true","true","int","0x00002000","","/**
 * Flag of {@link #TYPE_CLASS_NUMBER}: the number is decimal, allowing
 * a decimal point to provide fractional values.
 */
","\android\text\InputType.java"
"android.content.ContentValues.TAG","true","false","false","true","true","String","""ContentValues""","","","\android\content\ContentValues.java"
"android.content.ContentValues.CREATOR","true","false","false","true","true","Parcelable.Creator<ContentValues>","new Parcelable.Creator<ContentValues>() {

    @SuppressWarnings({ ""deprecation"", ""unchecked"" })
    public ContentValues createFromParcel(Parcel in) {
        // TODO - what ClassLoader should be passed to readHashMap?
        HashMap<String, Object> values = in.readHashMap(null);
        return new ContentValues(values);
    }

    public ContentValues[] newArray(int size) {
        return new ContentValues[size];
    }
}","","","\android\content\ContentValues.java"
"android.content.ContentValues.mValues","false","false","true","false","false","HashMap<String,Object>","","","/**
 * Holds the actual values
 */
","\android\content\ContentValues.java"
"android.preference.RingtonePreference.mShowSilent","false","false","true","false","false","boolean","","","","\android\preference\RingtonePreference.java"
"android.preference.RingtonePreference.TAG","false","false","true","true","true","String","""RingtonePreference""","","","\android\preference\RingtonePreference.java"
"android.preference.RingtonePreference.mRequestCode","false","false","true","false","false","int","","","","\android\preference\RingtonePreference.java"
"android.preference.RingtonePreference.mShowDefault","false","false","true","false","false","boolean","","","","\android\preference\RingtonePreference.java"
"android.preference.RingtonePreference.mRingtoneType","false","false","true","false","false","int","","","","\android\preference\RingtonePreference.java"
"android.text.method.BaseKeyListener.OLD_SEL_START","false","false","false","true","true","Object","new NoCopySpan.Concrete()","","/* package */
","\android\text\method\BaseKeyListener.java"
"android.view.ViewTreeObserver.mOnGlobalLayoutListeners","false","false","true","false","false","CopyOnWriteArrayList<OnGlobalLayoutListener>","","","","\android\view\ViewTreeObserver.java"
"android.view.InternalInsetsInfo.visibleInsets","true","false","false","false","true","Rect","new Rect()","","/**
 * Offsets from the fram of the window at which windows behind it
 * are visible.
 */
","\android\view\ViewTreeObserver.java"
"android.view.InternalInsetsInfo.contentInsets","true","false","false","false","true","Rect","new Rect()","","/**
 * Offsets from the frame of the window at which the content of
 * windows behind it should be placed.
 */
","\android\view\ViewTreeObserver.java"
"android.view.ViewTreeObserver.visibleInsets","true","false","false","false","true","Rect","new Rect()","","/**
 * Offsets from the fram of the window at which windows behind it
 * are visible.
 */
","\android\view\ViewTreeObserver.java"
"android.view.ViewTreeObserver.TOUCHABLE_INSETS_VISIBLE","true","false","false","true","true","int","2","","/**
 * Option for {@link #setTouchableInsets(int)}: the area inside of
 * the visible insets can be touched.
 */
","\android\view\ViewTreeObserver.java"
"android.view.InternalInsetsInfo.TOUCHABLE_INSETS_CONTENT","true","false","false","true","true","int","1","","/**
 * Option for {@link #setTouchableInsets(int)}: the area inside of
 * the content insets can be touched.
 */
","\android\view\ViewTreeObserver.java"
"android.view.ViewTreeObserver.contentInsets","true","false","false","false","true","Rect","new Rect()","","/**
 * Offsets from the frame of the window at which the content of
 * windows behind it should be placed.
 */
","\android\view\ViewTreeObserver.java"
"android.view.InternalInsetsInfo.TOUCHABLE_INSETS_FRAME","true","false","false","true","true","int","0","","/**
 * Option for {@link #setTouchableInsets(int)}: the entire window frame
 * can be touched.
 */
","\android\view\ViewTreeObserver.java"
"android.view.ViewTreeObserver.TOUCHABLE_INSETS_FRAME","true","false","false","true","true","int","0","","/**
 * Option for {@link #setTouchableInsets(int)}: the entire window frame
 * can be touched.
 */
","\android\view\ViewTreeObserver.java"
"android.view.InternalInsetsInfo.mTouchableInsets","false","false","false","false","false","int","","","","\android\view\ViewTreeObserver.java"
"android.view.ViewTreeObserver.mTouchableInsets","false","false","false","false","false","int","","","","\android\view\ViewTreeObserver.java"
"android.view.InternalInsetsInfo.TOUCHABLE_INSETS_VISIBLE","true","false","false","true","true","int","2","","/**
 * Option for {@link #setTouchableInsets(int)}: the area inside of
 * the visible insets can be touched.
 */
","\android\view\ViewTreeObserver.java"
"android.view.ViewTreeObserver.mOnComputeInternalInsetsListeners","false","false","true","false","false","CopyOnWriteArrayList<OnComputeInternalInsetsListener>","","","","\android\view\ViewTreeObserver.java"
"android.view.ViewTreeObserver.mOnScrollChangedListeners","false","false","true","false","false","CopyOnWriteArrayList<OnScrollChangedListener>","","","","\android\view\ViewTreeObserver.java"
"android.view.ViewTreeObserver.mOnGlobalFocusListeners","false","false","true","false","false","CopyOnWriteArrayList<OnGlobalFocusChangeListener>","","","","\android\view\ViewTreeObserver.java"
"android.view.ViewTreeObserver.mOnPreDrawListeners","false","false","true","false","false","CopyOnWriteArrayList<OnPreDrawListener>","","","","\android\view\ViewTreeObserver.java"
"android.view.ViewTreeObserver.mAlive","false","false","true","false","false","boolean","true","","","\android\view\ViewTreeObserver.java"
"android.view.ViewTreeObserver.TOUCHABLE_INSETS_CONTENT","true","false","false","true","true","int","1","","/**
 * Option for {@link #setTouchableInsets(int)}: the area inside of
 * the content insets can be touched.
 */
","\android\view\ViewTreeObserver.java"
"android.view.ViewTreeObserver.mOnTouchModeChangeListeners","false","false","true","false","false","CopyOnWriteArrayList<OnTouchModeChangeListener>","","","","\android\view\ViewTreeObserver.java"
"android.webkit.DebugFlags.WEB_BACK_FORWARD_LIST","true","false","false","true","true","boolean","false","","","\android\webkit\DebugFlags.java"
"android.webkit.DebugFlags.COOKIE_MANAGER","true","false","false","true","true","boolean","false","","","\android\webkit\DebugFlags.java"
"android.webkit.DebugFlags.FRAME_LOADER","true","false","false","true","true","boolean","false","","","\android\webkit\DebugFlags.java"
"android.webkit.DebugFlags.WEB_SETTINGS","true","false","false","true","true","boolean","false","","","\android\webkit\DebugFlags.java"
"android.webkit.DebugFlags.URL_UTIL","true","false","false","true","true","boolean","false","","","\android\webkit\DebugFlags.java"
"android.webkit.DebugFlags.SSL_ERROR_HANDLER","true","false","false","true","true","boolean","false","","","\android\webkit\DebugFlags.java"
"android.webkit.DebugFlags.WEB_VIEW_CORE","true","false","false","true","true","boolean","false","","","\android\webkit\DebugFlags.java"
"android.webkit.DebugFlags.BROWSER_FRAME","true","false","false","true","true","boolean","false","","","\android\webkit\DebugFlags.java"
"android.webkit.DebugFlags.DRAG_TRACKER_LOGTAG","true","false","false","true","true","String","""skia""","","","\android\webkit\DebugFlags.java"
"android.webkit.DebugFlags.DRAG_TRACKER","true","false","false","true","true","boolean","false","","","\android\webkit\DebugFlags.java"
"android.webkit.DebugFlags.WEB_SYNC_MANAGER","true","false","false","true","true","boolean","false","","","\android\webkit\DebugFlags.java"
"android.webkit.DebugFlags.WEB_VIEW","true","false","false","true","true","boolean","false","","","\android\webkit\DebugFlags.java"
"android.webkit.DebugFlags.STREAM_LOADER","true","false","false","true","true","boolean","false","","","\android\webkit\DebugFlags.java"
"android.webkit.DebugFlags.COOKIE_SYNC_MANAGER","true","false","false","true","true","boolean","false","","","\android\webkit\DebugFlags.java"
"android.webkit.DebugFlags.CALLBACK_PROXY","true","false","false","true","true","boolean","false","","","\android\webkit\DebugFlags.java"
"android.webkit.DebugFlags.LOAD_LISTENER","true","false","false","true","true","boolean","false","","","\android\webkit\DebugFlags.java"
"android.webkit.DebugFlags.WEB_TEXT_VIEW","true","false","false","true","true","boolean","false","","","\android\webkit\DebugFlags.java"
"android.webkit.DebugFlags.CACHE_MANAGER","true","false","false","true","true","boolean","false","","","\android\webkit\DebugFlags.java"
"android.webkit.DebugFlags.J_WEB_CORE_JAVA_BRIDGE","true","false","false","true","true","boolean","false","","// HIGHLY VERBOSE
","\android\webkit\DebugFlags.java"
"android.webkit.DebugFlags.NETWORK","true","false","false","true","true","boolean","false","","","\android\webkit\DebugFlags.java"
"android.content.ContentProvider.mWritePermission","false","false","true","false","false","String","","","","\android\content\ContentProvider.java"
"android.content.ContentProvider.mTransport","false","false","true","false","false","Transport","new Transport()","","","\android\content\ContentProvider.java"
"android.content.ContentProvider.mContext","false","false","true","false","false","Context","null","","","\android\content\ContentProvider.java"
"android.content.ContentProvider.mReadPermission","false","false","true","false","false","String","","","","\android\content\ContentProvider.java"
"android.content.ContentProvider.mMyUid","false","false","true","false","false","int","","","","\android\content\ContentProvider.java"
"android.content.ContentProvider.mPathPermissions","false","false","true","false","false","PathPermission","","","","\android\content\ContentProvider.java"
"android.database.CursorJoiner.mCursorLeft","false","false","true","false","false","Cursor","","","","\android\database\CursorJoiner.java"
"android.database.CursorJoiner.mColumnsLeft","false","false","true","false","false","int","","","","\android\database\CursorJoiner.java"
"android.database.CursorJoiner.mCompareResultIsValid","false","false","true","false","false","boolean","","","","\android\database\CursorJoiner.java"
"android.database.CursorJoiner.mValues","false","false","true","false","false","String","","","","\android\database\CursorJoiner.java"
"android.database.CursorJoiner.mColumnsRight","false","false","true","false","false","int","","","","\android\database\CursorJoiner.java"
"android.database.CursorJoiner.mCompareResult","false","false","true","false","false","Result","","","","\android\database\CursorJoiner.java"
"android.database.CursorJoiner.mCursorRight","false","false","true","false","false","Cursor","","","","\android\database\CursorJoiner.java"
"android.webkit.WebStorage.UPDATE","false","false","false","true","true","int","0","","// Message ids
","\android\webkit\WebStorage.java"
