"Variable Name","Public","Protected","Private","Static","Final","Type","Initial Value","Annotation","Comment","Class"
"PROC_PARENS","true","false","false","true","true","int","0x200","[]","Optional[/**
 * @hide
 */
]","\android\os\Process.java"
"MEDIA_RW_GID","true","false","false","true","true","int","1023","[]","Optional[/**
 * Defines the GID for the group that allows write access to the internal media storage.
 * @hide
 */
]","\android\os\Process.java"
"PROC_ZERO_TERM","true","false","false","true","true","int","0","[]","Optional[/**
 * @hide
 */
]","\android\os\Process.java"
"SHELL_UID","true","false","false","true","true","int","2000","[]","Optional[/**
 * Defines the UID/GID for the user shell.
 * @hide
 */
]","\android\os\Process.java"
"THREAD_PRIORITY_FOREGROUND","true","false","false","true","true","int","-2","[]","Optional[/**
 * Standard priority of threads that are currently running a user interface
 * that the user is interacting with.  Applications can not normally
 * change to this priority; the system will automatically adjust your
 * application threads as the user moves through the UI.
 * Use with {@link #setThreadPriority(int)} and
 * {@link #setThreadPriority(int, int)}, <b>not</b> with the normal
 * {@link java.lang.Thread} class.
 */
]","\android\os\Process.java"
"LAST_APPLICATION_UID","true","false","false","true","true","int","99999","[]","Optional[/**
 * Last of application-specific UIDs starting at
 * {@link #FIRST_APPLICATION_UID}.
 */
]","\android\os\Process.java"
"sZygoteInputStream","false","false","false","true","false","DataInputStream","null","[]","Optional.empty","\android\os\Process.java"
"SIGNAL_USR1","true","false","false","true","true","int","10","[]","Optional.empty","\android\os\Process.java"
"THREAD_PRIORITY_URGENT_AUDIO","true","false","false","true","true","int","-19","[]","Optional[/**
 * Standard priority of the most important audio threads.
 * Applications can not normally change to this priority.
 * Use with {@link #setThreadPriority(int)} and
 * {@link #setThreadPriority(int, int)}, <b>not</b> with the normal
 * {@link java.lang.Thread} class.
 */
]","\android\os\Process.java"
"ANDROID_SHARED_MEDIA","true","false","false","true","true","String","""com.android.process.media""","[]","Optional[/**
 * Name of a process for running the platform's media services.
 * {@hide}
 */
]","\android\os\Process.java"
"THREAD_PRIORITY_LESS_FAVORABLE","true","false","false","true","true","int","+1","[]","Optional[/**
 * Minimum increment to make a priority less favorable.
 */
]","\android\os\Process.java"
"ZYGOTE_RETRY_MILLIS","false","false","false","true","true","int","500","[]","Optional[/**
 * retry interval for opening a zygote socket
 */
]","\android\os\Process.java"
"THREAD_GROUP_BG_NONINTERACTIVE","true","false","false","true","true","int","1","[]","Optional[/**
 * Background non-interactive thread group - All threads in
 * this group are scheduled with a reduced share of the CPU.
 * @hide
 */
]","\android\os\Process.java"
"PROC_COMBINE","true","false","false","true","true","int","0x100","[]","Optional[/**
 * @hide
 */
]","\android\os\Process.java"
"SIGNAL_KILL","true","false","false","true","true","int","9","[]","Optional.empty","\android\os\Process.java"
"WIFI_UID","true","false","false","true","true","int","1010","[]","Optional[/**
 * Defines the UID/GID for the WIFI supplicant process.
 * @hide
 */
]","\android\os\Process.java"
"PROC_TAB_TERM","true","false","false","true","true","int","(int) '\t'","[]","Optional[/**
 * @hide
 */
]","\android\os\Process.java"
"ZYGOTE_SOCKET","false","false","true","true","true","String","""zygote""","[]","Optional.empty","\android\os\Process.java"
"THREAD_GROUP_DEFAULT","true","false","false","true","true","int","0","[]","Optional[/**
 * Default thread group - gets a 'normal' share of the CPU
 * @hide
 */
]","\android\os\Process.java"
"LOG_TAG","false","false","true","true","true","String","""Process""","[]","Optional.empty","\android\os\Process.java"
"THREAD_GROUP_FG_BOOST","true","false","false","true","true","int","2","[]","Optional[/**
 * Foreground 'boost' thread group - All threads in
 * this group are scheduled with an increased share of the CPU
 * @hide
 */
]","\android\os\Process.java"
"FIRST_APPLICATION_UID","true","false","false","true","true","int","10000","[]","Optional[/**
 * Defines the start of a range of UIDs (and GIDs), going from this
 * number to {@link #LAST_APPLICATION_UID} that are reserved for assigning
 * to applications.
 */
]","\android\os\Process.java"
"PROC_OUT_FLOAT","true","false","false","true","true","int","0x4000","[]","Optional[/**
 * @hide
 */
]","\android\os\Process.java"
"PROC_OUT_LONG","true","false","false","true","true","int","0x2000","[]","Optional[/**
 * @hide
 */
]","\android\os\Process.java"
"THREAD_PRIORITY_LOWEST","true","false","false","true","true","int","19","[]","Optional[/**
 * Lowest available thread priority.  Only for those who really, really
 * don't want to run if anything else is happening.
 * Use with {@link #setThreadPriority(int)} and
 * {@link #setThreadPriority(int, int)}, <b>not</b> with the normal
 * {@link java.lang.Thread} class.
 */
]","\android\os\Process.java"
"PROC_OUT_STRING","true","false","false","true","true","int","0x1000","[]","Optional[/**
 * @hide
 */
]","\android\os\Process.java"
"PHONE_UID","true","false","false","true","true","int","1001","[]","Optional[/**
 * Defines the UID/GID under which the telephony code runs.
 */
]","\android\os\Process.java"
"SYSTEM_UID","true","false","false","true","true","int","1000","[]","Optional[/**
 * Defines the UID/GID under which system code runs.
 */
]","\android\os\Process.java"
"THREAD_PRIORITY_DISPLAY","true","false","false","true","true","int","-4","[]","Optional[/**
 * Standard priority of system display threads, involved in updating
 * the user interface.  Applications can not
 * normally change to this priority.
 * Use with {@link #setThreadPriority(int)} and
 * {@link #setThreadPriority(int, int)}, <b>not</b> with the normal
 * {@link java.lang.Thread} class.
 */
]","\android\os\Process.java"
"PROC_SPACE_TERM","true","false","false","true","true","int","(int) ' '","[]","Optional[/**
 * @hide
 */
]","\android\os\Process.java"
"THREAD_PRIORITY_BACKGROUND","true","false","false","true","true","int","10","[]","Optional[/**
 * Standard priority background threads.  This gives your thread a slightly
 * lower than normal priority, so that it will have less chance of impacting
 * the responsiveness of the user interface.
 * Use with {@link #setThreadPriority(int)} and
 * {@link #setThreadPriority(int, int)}, <b>not</b> with the normal
 * {@link java.lang.Thread} class.
 */
]","\android\os\Process.java"
"THREAD_PRIORITY_DEFAULT","true","false","false","true","true","int","0","[]","Optional[/**
 * Standard priority of application threads.
 * Use with {@link #setThreadPriority(int)} and
 * {@link #setThreadPriority(int, int)}, <b>not</b> with the normal
 * {@link java.lang.Thread} class.
 */
]","\android\os\Process.java"
"LOG_UID","true","false","false","true","true","int","1007","[]","Optional[/**
 * Defines the UID/GID for the log group.
 * @hide
 */
]","\android\os\Process.java"
"SIGNAL_QUIT","true","false","false","true","true","int","3","[]","Optional.empty","\android\os\Process.java"
"THREAD_PRIORITY_URGENT_DISPLAY","true","false","false","true","true","int","-8","[]","Optional[/**
 * Standard priority of the most important display threads, for compositing
 * the screen and retrieving input events.  Applications can not normally
 * change to this priority.
 * Use with {@link #setThreadPriority(int)} and
 * {@link #setThreadPriority(int, int)}, <b>not</b> with the normal
 * {@link java.lang.Thread} class.
 */
]","\android\os\Process.java"
"BLUETOOTH_GID","true","false","false","true","true","int","2000","[]","Optional[/**
 * Defines a secondary group id for access to the bluetooth hardware.
 */
]","\android\os\Process.java"
"THREAD_PRIORITY_MORE_FAVORABLE","true","false","false","true","true","int","-1","[]","Optional[/**
 * Minimum increment to make a priority more favorable.
 */
]","\android\os\Process.java"
"sZygoteWriter","false","false","false","true","false","BufferedWriter","null","[]","Optional.empty","\android\os\Process.java"
"sZygoteSocket","false","false","false","true","false","LocalSocket","null","[]","Optional.empty","\android\os\Process.java"
"GOOGLE_SHARED_APP_CONTENT","true","false","false","true","true","String","""com.google.process.content""","[]","Optional[/**
 * Name of the process that Google content providers can share.
 * {@hide}
 */
]","\android\os\Process.java"
"sPreviousZygoteOpenFailed","false","false","false","true","false","boolean","null","[]","Optional[/**
 * true if previous zygote open failed
 */
]","\android\os\Process.java"
"PROC_TERM_MASK","true","false","false","true","true","int","0xff","[]","Optional[/**
 * @hide
 */
]","\android\os\Process.java"
"SDCARD_RW_GID","true","false","false","true","true","int","1015","[]","Optional[/**
 * Defines the GID for the group that allows write access to the SD card.
 * @hide
 */
]","\android\os\Process.java"
"CREATOR","true","false","false","true","true","Parcelable.Creator<InputMethodSubtype>","new Parcelable.Creator<InputMethodSubtype>() {

    public InputMethodSubtype createFromParcel(Parcel source) {
        return new InputMethodSubtype(source);
    }

    public InputMethodSubtype[] newArray(int size) {
        return new InputMethodSubtype[size];
    }
}","[]","Optional.empty","\android\view\inputmethod\InputMethodSubtype.java"
"mSubtypeNameResId","false","false","true","false","true","int","null","[]","Optional.empty","\android\view\inputmethod\InputMethodSubtype.java"
"mExtraValueHashMapCache","false","false","true","false","false","HashMap<String,String>","null","[]","Optional.empty","\android\view\inputmethod\InputMethodSubtype.java"
"mSubtypeIconResId","false","false","true","false","true","int","null","[]","Optional.empty","\android\view\inputmethod\InputMethodSubtype.java"
"EXTRA_VALUE_KEY_VALUE_SEPARATOR","false","false","true","true","true","String","""=""","[]","Optional.empty","\android\view\inputmethod\InputMethodSubtype.java"
"EXTRA_VALUE_PAIR_SEPARATOR","false","false","true","true","true","String",""",""","[]","Optional.empty","\android\view\inputmethod\InputMethodSubtype.java"
"mSubtypeExtraValue","false","false","true","false","true","String","null","[]","Optional.empty","\android\view\inputmethod\InputMethodSubtype.java"
"TAG","false","false","true","true","true","String","InputMethodSubtype.class.getSimpleName()","[]","Optional.empty","\android\view\inputmethod\InputMethodSubtype.java"
"mSubtypeLocale","false","false","true","false","true","String","null","[]","Optional.empty","\android\view\inputmethod\InputMethodSubtype.java"
"mSubtypeMode","false","false","true","false","true","String","null","[]","Optional.empty","\android\view\inputmethod\InputMethodSubtype.java"
"mSubtypeHashCode","false","false","true","false","true","int","null","[]","Optional.empty","\android\view\inputmethod\InputMethodSubtype.java"
"mMainLooper","false","false","false","false","true","Looper","null","[]","Optional.empty","\com\android\internal\os\HandlerCaller.java"
"argi1","true","false","false","false","false","int","null","[]","Optional.empty","\com\android\internal\os\HandlerCaller.java"
"argi2","true","false","false","false","false","int","null","[]","Optional.empty","\com\android\internal\os\HandlerCaller.java"
"mArgsPool","false","false","false","false","false","SomeArgs","null","[]","Optional.empty","\com\android\internal\os\HandlerCaller.java"
"argi3","true","false","false","false","false","int","null","[]","Optional.empty","\com\android\internal\os\HandlerCaller.java"
"mContext","true","false","false","false","true","Context","null","[]","Optional.empty","\com\android\internal\os\HandlerCaller.java"
"argi4","true","false","false","false","false","int","null","[]","Optional.empty","\com\android\internal\os\HandlerCaller.java"
"argi5","true","false","false","false","false","int","null","[]","Optional.empty","\com\android\internal\os\HandlerCaller.java"
"argi6","true","false","false","false","false","int","null","[]","Optional.empty","\com\android\internal\os\HandlerCaller.java"
"arg3","true","false","false","false","false","Object","null","[]","Optional.empty","\com\android\internal\os\HandlerCaller.java"
"arg2","true","false","false","false","false","Object","null","[]","Optional.empty","\com\android\internal\os\HandlerCaller.java"
"arg4","true","false","false","false","false","Object","null","[]","Optional.empty","\com\android\internal\os\HandlerCaller.java"
"arg1","true","false","false","false","false","Object","null","[]","Optional.empty","\com\android\internal\os\HandlerCaller.java"
"next","false","false","false","false","false","SomeArgs","null","[]","Optional.empty","\com\android\internal\os\HandlerCaller.java"
"mArgsPoolSize","false","false","false","false","false","int","null","[]","Optional.empty","\com\android\internal\os\HandlerCaller.java"
"ARGS_POOL_MAX_SIZE","false","false","false","true","true","int","10","[]","Optional.empty","\com\android\internal\os\HandlerCaller.java"
"mCallback","false","false","false","false","true","Callback","null","[]","Optional.empty","\com\android\internal\os\HandlerCaller.java"
"TAG","false","false","true","true","true","String","""HandlerCaller""","[]","Optional.empty","\com\android\internal\os\HandlerCaller.java"
"mH","false","false","false","false","true","Handler","null","[]","Optional.empty","\com\android\internal\os\HandlerCaller.java"
"DEBUG","false","false","true","true","true","boolean","false","[]","Optional.empty","\com\android\internal\os\HandlerCaller.java"
"mActionMode","false","false","true","false","false","ActionMode","null","[]","Optional.empty","\android\webkit\SelectActionModeCallback.java"
"mWebView","false","false","true","false","false","WebView","null","[]","Optional.empty","\android\webkit\SelectActionModeCallback.java"
"mOverlayBounds","false","false","true","false","true","Rect","new Rect()","[]","Optional.empty","\android\widget\FrameLayout.java"
"mForegroundInPadding","false","true","false","false","false","boolean","true","[@ViewDebug.ExportedProperty(category = ""drawing"")]","Optional[/**
 * {@hide}
 */
]","\android\widget\FrameLayout.java"
"mForegroundPaddingBottom","false","false","true","false","false","int","0","[@ViewDebug.ExportedProperty(category = ""padding"")]","Optional.empty","\android\widget\FrameLayout.java"
"mForegroundGravity","false","false","true","false","false","int","Gravity.FILL","[@ViewDebug.ExportedProperty(category = ""drawing"")]","Optional.empty","\android\widget\FrameLayout.java"
"mSelfBounds","false","false","true","false","true","Rect","new Rect()","[]","Optional.empty","\android\widget\FrameLayout.java"
"mForegroundPaddingLeft","false","false","true","false","false","int","0","[@ViewDebug.ExportedProperty(category = ""padding"")]","Optional.empty","\android\widget\FrameLayout.java"
"mForegroundPaddingRight","false","false","true","false","false","int","0","[@ViewDebug.ExportedProperty(category = ""padding"")]","Optional.empty","\android\widget\FrameLayout.java"
"mMatchParentChildren","false","false","true","false","true","ArrayList<View>","new ArrayList<View>(1)","[]","Optional.empty","\android\widget\FrameLayout.java"
"gravity","true","false","false","false","false","int","-1","[]","Optional[/**
 * The gravity to apply with the View to which these layout parameters
 * are associated.
 *
 * @see android.view.Gravity
 *
 * @attr ref android.R.styleable#FrameLayout_Layout_layout_gravity
 */
]","\android\widget\FrameLayout.java"
"mMeasureAllChildren","false","false","false","false","false","boolean","false","[@ViewDebug.ExportedProperty(category = ""measurement"")]","Optional.empty","\android\widget\FrameLayout.java"
"DEFAULT_CHILD_GRAVITY","false","false","true","true","true","int","Gravity.TOP | Gravity.LEFT","[]","Optional.empty","\android\widget\FrameLayout.java"
"mForegroundBoundsChanged","false","false","false","false","false","boolean","false","[]","Optional.empty","\android\widget\FrameLayout.java"
"mForegroundPaddingTop","false","false","true","false","false","int","0","[@ViewDebug.ExportedProperty(category = ""padding"")]","Optional.empty","\android\widget\FrameLayout.java"
"mForeground","false","false","true","false","false","Drawable","null","[@ViewDebug.ExportedProperty(category = ""drawing"")]","Optional.empty","\android\widget\FrameLayout.java"
"CREATOR","true","false","false","true","true","Creator<ContentProviderResult>","new Creator<ContentProviderResult>() {

    public ContentProviderResult createFromParcel(Parcel source) {
        return new ContentProviderResult(source);
    }

    public ContentProviderResult[] newArray(int size) {
        return new ContentProviderResult[size];
    }
}","[]","Optional.empty","\android\content\ContentProviderResult.java"
"count","true","false","false","false","true","Integer","null","[]","Optional.empty","\android\content\ContentProviderResult.java"
"uri","true","false","false","false","true","Uri","null","[]","Optional.empty","\android\content\ContentProviderResult.java"
"INSTALL_PARSE_FAILED_INCONSISTENT_CERTIFICATES","true","false","false","true","true","int","-104","[]","Optional[/**
 * Installation parse return code: this is passed to the {@link IPackageInstallObserver} by
 * {@link #installPackage(android.net.Uri, IPackageInstallObserver, int)}
 * if the parser found inconsistent certificates on the files in the .apk.
 * @hide
 */
]","\android\content\pm\PackageManager.java"
"FEATURE_AUDIO_LOW_LATENCY","true","false","false","true","true","String","""android.hardware.audio.low_latency""","[@SdkConstant(SdkConstantType.FEATURE)]","Optional[/**
 * Feature for {@link #getSystemAvailableFeatures} and
 * {@link #hasSystemFeature}: The device's audio pipeline is low-latency,
 * more suitable for audio applications sensitive to delays or lag in
 * sound input or output.
 */
]","\android\content\pm\PackageManager.java"
"FEATURE_LOCATION_GPS","true","false","false","true","true","String","""android.hardware.location.gps""","[@SdkConstant(SdkConstantType.FEATURE)]","Optional[/**
 * Feature for {@link #getSystemAvailableFeatures} and
 * {@link #hasSystemFeature}: The device has a Global Positioning System
 * receiver and can report precise location.
 */
]","\android\content\pm\PackageManager.java"
"MOVE_FAILED_FORWARD_LOCKED","true","false","false","true","true","int","-4","[]","Optional[/**
 * Error code that is passed to the {@link IPackageMoveObserver} by
 * {@link #movePackage(android.net.Uri, IPackageMoveObserver)}
 * if the specified package cannot be moved since its forward locked.
 * @hide
 */
]","\android\content\pm\PackageManager.java"
"MATCH_DEFAULT_ONLY","true","false","false","true","true","int","0x00010000","[]","Optional[/**
 * Resolution and querying flag: if set, only filters that support the
 * {@link android.content.Intent#CATEGORY_DEFAULT} will be considered for
 * matching.  This is a synonym for including the CATEGORY_DEFAULT in your
 * supplied Intent.
 */
]","\android\content\pm\PackageManager.java"
"MOVE_FAILED_DOESNT_EXIST","true","false","false","true","true","int","-2","[]","Optional[/**
 * Error code that is passed to the {@link IPackageMoveObserver} by
 * {@link #movePackage(android.net.Uri, IPackageMoveObserver)}
 * if the specified package doesn't exist.
 * @hide
 */
]","\android\content\pm\PackageManager.java"
"MOVE_FAILED_SYSTEM_PACKAGE","true","false","false","true","true","int","-3","[]","Optional[/**
 * Error code that is passed to the {@link IPackageMoveObserver} by
 * {@link #movePackage(android.net.Uri, IPackageMoveObserver)}
 * if the specified package cannot be moved since its a system package.
 * @hide
 */
]","\android\content\pm\PackageManager.java"
"FEATURE_CAMERA_AUTOFOCUS","true","false","false","true","true","String","""android.hardware.camera.autofocus""","[@SdkConstant(SdkConstantType.FEATURE)]","Optional[/**
 * Feature for {@link #getSystemAvailableFeatures} and
 * {@link #hasSystemFeature}: The device's camera supports auto-focus.
 */
]","\android\content\pm\PackageManager.java"
"FEATURE_SENSOR_ACCELEROMETER","true","false","false","true","true","String","""android.hardware.sensor.accelerometer""","[@SdkConstant(SdkConstantType.FEATURE)]","Optional[/**
 * Feature for {@link #getSystemAvailableFeatures} and
 * {@link #hasSystemFeature}: The device includes an accelerometer.
 */
]","\android\content\pm\PackageManager.java"
"INSTALL_INTERNAL","true","false","false","true","true","int","0x00000010","[]","Optional[/**
 * Flag parameter for {@link #installPackage} to indicate that this
 * package has to be installed on the sdcard.
 * @hide
 */
]","\android\content\pm\PackageManager.java"
"DELETE_FAILED_DEVICE_POLICY_MANAGER","true","false","false","true","true","int","-2","[]","Optional[/**
 * Deletion failed return code: this is passed to the
 * {@link IPackageDeleteObserver} by {@link #deletePackage()} if the system
 * failed to delete the package because it is the active DevicePolicy
 * manager.
 *
 * @hide
 */
]","\android\content\pm\PackageManager.java"
"DONT_DELETE_DATA","true","false","false","true","true","int","0x00000001","[]","Optional[/**
 * Flag parameter for {@link #deletePackage} to indicate that you don't want to delete the
 * package's data directory.
 *
 * @hide
 */
]","\android\content\pm\PackageManager.java"
"INSTALL_FORWARD_LOCK","true","false","false","true","true","int","0x00000001","[]","Optional[/**
 * Flag parameter for {@link #installPackage(android.net.Uri, IPackageInstallObserver, int)} to
 * indicate that this package should be installed as forward locked, i.e. only the app itself
 * should have access to its code and non-resource assets.
 * @hide
 */
]","\android\content\pm\PackageManager.java"
"FEATURE_CAMERA","true","false","false","true","true","String","""android.hardware.camera""","[@SdkConstant(SdkConstantType.FEATURE)]","Optional[/**
 * Feature for {@link #getSystemAvailableFeatures} and
 * {@link #hasSystemFeature}: The device has a camera facing away
 * from the screen.
 */
]","\android\content\pm\PackageManager.java"
"SIGNATURE_UNKNOWN_PACKAGE","true","false","false","true","true","int","-4","[]","Optional[/**
 * Signature check result: this is returned by {@link #checkSignatures}
 * if either of the packages are not valid.
 */
]","\android\content\pm\PackageManager.java"
"FEATURE_SIP","true","false","false","true","true","String","""android.software.sip""","[@SdkConstant(SdkConstantType.FEATURE)]","Optional[/**
 * Feature for {@link #getSystemAvailableFeatures} and
 * {@link #hasSystemFeature}: The SIP API is enabled on the device.
 */
]","\android\content\pm\PackageManager.java"
"INSTALL_FAILED_NEWER_SDK","true","false","false","true","true","int","-14","[]","Optional[/**
 * Installation return code: this is passed to the {@link IPackageInstallObserver} by
 * {@link #installPackage(android.net.Uri, IPackageInstallObserver, int)} if
 * the new package failed because the current SDK version is newer than
 * that required by the package.
 * @hide
 */
]","\android\content\pm\PackageManager.java"
"GET_META_DATA","true","false","false","true","true","int","0x00000080","[]","Optional[/**
 * {@link ComponentInfo} flag: return the {@link ComponentInfo#metaData}
 * data {@link android.os.Bundle}s that are associated with a component.
 * This applies for any API returning a ComponentInfo subclass.
 */
]","\android\content\pm\PackageManager.java"
"GET_PROVIDERS","true","false","false","true","true","int","0x00000008","[]","Optional[/**
 * {@link PackageInfo} flag: return information about
 * content providers in the package in
 * {@link PackageInfo#providers}.
 */
]","\android\content\pm\PackageManager.java"
"FEATURE_LOCATION","true","false","false","true","true","String","""android.hardware.location""","[@SdkConstant(SdkConstantType.FEATURE)]","Optional[/**
 * Feature for {@link #getSystemAvailableFeatures} and
 * {@link #hasSystemFeature}: The device supports one or more methods of
 * reporting current location.
 */
]","\android\content\pm\PackageManager.java"
"INSTALL_FAILED_INVALID_INSTALL_LOCATION","true","false","false","true","true","int","-19","[]","Optional[/**
 * Installation return code: this is passed to the {@link IPackageInstallObserver} by
 * {@link #installPackage(android.net.Uri, IPackageInstallObserver, int)} if
 * the new package couldn't be installed in the specified install
 * location.
 * @hide
 */
]","\android\content\pm\PackageManager.java"
"INSTALL_PARSE_FAILED_CERTIFICATE_ENCODING","true","false","false","true","true","int","-105","[]","Optional[/**
 * Installation parse return code: this is passed to the {@link IPackageInstallObserver} by
 * {@link #installPackage(android.net.Uri, IPackageInstallObserver, int)}
 * if the parser encountered a CertificateEncodingException in one of the
 * files in the .apk.
 * @hide
 */
]","\android\content\pm\PackageManager.java"
"MOVE_EXTERNAL_MEDIA","true","false","false","true","true","int","0x00000002","[]","Optional[/**
 * Flag parameter for {@link #movePackage} to indicate that
 * the package should be moved to external media.
 * @hide
 */
]","\android\content\pm\PackageManager.java"
"GET_UNINSTALLED_PACKAGES","true","false","false","true","true","int","0x00002000","[]","Optional[/**
 * Flag parameter to retrieve all applications(even uninstalled ones) with data directories.
 * This state could have resulted if applications have been deleted with flag
 * DONT_DELETE_DATA
 * with a possibility of being replaced or reinstalled in future
 */
]","\android\content\pm\PackageManager.java"
"GET_GIDS","true","false","false","true","true","int","0x00000100","[]","Optional[/**
 * {@link PackageInfo} flag: return the
 * {@link PackageInfo#gids group ids} that are associated with an
 * application.
 * This applies for any API returning an PackageInfo class, either
 * directly or nested inside of another.
 */
]","\android\content\pm\PackageManager.java"
"COMPONENT_ENABLED_STATE_DEFAULT","true","false","false","true","true","int","0","[]","Optional.empty","\android\content\pm\PackageManager.java"
"FEATURE_SENSOR_LIGHT","true","false","false","true","true","String","""android.hardware.sensor.light""","[@SdkConstant(SdkConstantType.FEATURE)]","Optional[/**
 * Feature for {@link #getSystemAvailableFeatures} and
 * {@link #hasSystemFeature}: The device includes a light sensor.
 */
]","\android\content\pm\PackageManager.java"
"MOVE_FAILED_INSUFFICIENT_STORAGE","true","false","false","true","true","int","-1","[]","Optional[/**
 * Error code that is passed to the {@link IPackageMoveObserver} by
 * {@link #movePackage(android.net.Uri, IPackageMoveObserver)}
 * when the package hasn't been successfully moved by the system
 * because of insufficient memory on specified media.
 * @hide
 */
]","\android\content\pm\PackageManager.java"
"MOVE_SUCCEEDED","true","false","false","true","true","int","1","[]","Optional[/**
 * Return code that is passed to the {@link IPackageMoveObserver} by
 * {@link #movePackage(android.net.Uri, IPackageMoveObserver)} when the
 * package has been successfully moved by the system.
 *
 * @hide
 */
]","\android\content\pm\PackageManager.java"
"GET_INTENT_FILTERS","true","false","false","true","true","int","0x00000020","[]","Optional[/**
 * {@link PackageInfo} flag: return information about the
 * intent filters supported by the activity.
 */
]","\android\content\pm\PackageManager.java"
"FEATURE_MICROPHONE","true","false","false","true","true","String","""android.hardware.microphone""","[@SdkConstant(SdkConstantType.FEATURE)]","Optional[/**
 * Feature for {@link #getSystemAvailableFeatures} and
 * {@link #hasSystemFeature}: The device can record audio via a
 * microphone.
 */
]","\android\content\pm\PackageManager.java"
"MOVE_INTERNAL","true","false","false","true","true","int","0x00000001","[]","Optional[/**
 * Flag parameter for {@link #movePackage} to indicate that
 * the package should be moved to internal storage if its
 * been installed on external media.
 * @hide
 */
]","\android\content\pm\PackageManager.java"
"GET_ACTIVITIES","true","false","false","true","true","int","0x00000001","[]","Optional[/**
 * {@link PackageInfo} flag: return information about
 * activities in the package in {@link PackageInfo#activities}.
 */
]","\android\content\pm\PackageManager.java"
"FEATURE_BLUETOOTH","true","false","false","true","true","String","""android.hardware.bluetooth""","[@SdkConstant(SdkConstantType.FEATURE)]","Optional[/**
 * Feature for {@link #getSystemAvailableFeatures} and
 * {@link #hasSystemFeature}: The device is capable of communicating with
 * other devices via Bluetooth.
 */
]","\android\content\pm\PackageManager.java"
"INSTALL_FAILED_INSUFFICIENT_STORAGE","true","false","false","true","true","int","-4","[]","Optional[/**
 * Installation return code: this is passed to the {@link IPackageInstallObserver} by
 * {@link #installPackage(android.net.Uri, IPackageInstallObserver, int)} if the package manager
 * service found that the device didn't have enough storage space to install the app.
 * @hide
 */
]","\android\content\pm\PackageManager.java"
"INSTALL_EXTERNAL","true","false","false","true","true","int","0x00000008","[]","Optional[/**
 * Flag parameter for {@link #installPackage} to indicate that this
 * package has to be installed on the sdcard.
 * @hide
 */
]","\android\content\pm\PackageManager.java"
"FEATURE_FAKETOUCH","true","false","false","true","true","String","""android.hardware.faketouch""","[@SdkConstant(SdkConstantType.FEATURE)]","Optional[/**
 * Feature for {@link #getSystemAvailableFeatures} and
 * {@link #hasSystemFeature}: The device does not have a touch screen, but
 * does support touch emulation for basic events. For instance, the
 * device might use a mouse or remote control to drive a cursor, and
 * emulate basic touch pointer events like down, up, drag, etc. All
 * devices that support android.hardware.touchscreen or a sub-feature are
 * presumed to also support faketouch.
 */
]","\android\content\pm\PackageManager.java"
"DELETE_FAILED_INTERNAL_ERROR","true","false","false","true","true","int","-1","[]","Optional[/**
 * Deletion failed return code: this is passed to the
 * {@link IPackageDeleteObserver} by {@link #deletePackage()} if the system
 * failed to delete the package for an unspecified reason.
 *
 * @hide
 */
]","\android\content\pm\PackageManager.java"
"GET_PERMISSIONS","true","false","false","true","true","int","0x00001000","[]","Optional[/**
 * {@link PackageInfo} flag: return information about
 * permissions in the package in
 * {@link PackageInfo#permissions}.
 */
]","\android\content\pm\PackageManager.java"
"SIGNATURE_FIRST_NOT_SIGNED","true","false","false","true","true","int","-1","[]","Optional[/**
 * Signature check result: this is returned by {@link #checkSignatures}
 * if the first package is not signed but the second is.
 */
]","\android\content\pm\PackageManager.java"
"COMPONENT_ENABLED_STATE_DISABLED","true","false","false","true","true","int","2","[]","Optional.empty","\android\content\pm\PackageManager.java"
"INSTALL_FAILED_CONTAINER_ERROR","true","false","false","true","true","int","-18","[]","Optional[/**
 * Installation return code: this is passed to the {@link IPackageInstallObserver} by
 * {@link #installPackage(android.net.Uri, IPackageInstallObserver, int)} if
 * a secure container mount point couldn't be accessed on external media.
 * @hide
 */
]","\android\content\pm\PackageManager.java"
"FEATURE_TELEPHONY_GSM","true","false","false","true","true","String","""android.hardware.telephony.gsm""","[@SdkConstant(SdkConstantType.FEATURE)]","Optional[/**
 * Feature for {@link #getSystemAvailableFeatures} and
 * {@link #hasSystemFeature}: The device has a GSM telephony stack.
 */
]","\android\content\pm\PackageManager.java"
"FEATURE_TOUCHSCREEN_MULTITOUCH","true","false","false","true","true","String","""android.hardware.touchscreen.multitouch""","[@SdkConstant(SdkConstantType.FEATURE)]","Optional[/**
 * Feature for {@link #getSystemAvailableFeatures} and
 * {@link #hasSystemFeature}: The device's touch screen supports
 * multitouch sufficient for basic two-finger gesture detection.
 */
]","\android\content\pm\PackageManager.java"
"FEATURE_CAMERA_FRONT","true","false","false","true","true","String","""android.hardware.camera.front""","[@SdkConstant(SdkConstantType.FEATURE)]","Optional[/**
 * Feature for {@link #getSystemAvailableFeatures} and
 * {@link #hasSystemFeature}: The device has a front facing camera.
 */
]","\android\content\pm\PackageManager.java"
"GET_URI_PERMISSION_PATTERNS","true","false","false","true","true","int","0x00000800","[]","Optional[/**
 * {@link ProviderInfo} flag: return the
 * {@link ProviderInfo#uriPermissionPatterns URI permission patterns}
 * that are associated with a content provider.
 * This applies for any API returning an ProviderInfo class, either
 * directly or nested inside of another.
 */
]","\android\content\pm\PackageManager.java"
